,age_group,education,gender,nationality,electoral_district,unit,n
1222,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,394
1223,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,174
1224,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,20
1225,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,586
1226,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,291
1227,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,46
1228,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,5
1229,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,4
1230,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1231,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,1313
1232,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,548
1233,55-64,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,89
1234,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,126
1235,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,16
1236,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,22
1237,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,63
1238,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,5
1239,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,5
1240,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,53
1241,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,13
1242,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,8
1243,55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,196
1244,55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,35
1245,55-64,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,30
1246,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,48
1247,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,12
1248,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
1249,55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,253
1250,55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,47
1251,55-64,Basic education,Male,Other,Pärnumaa,Pärnumaa,26
1252,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,59
1253,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,13
1254,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,12
1255,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,14
1256,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
1257,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
1258,55-64,Secondary education,Male,Other,Tartu linn,Tartu linn,332
1259,55-64,Higher education,Male,Other,Tartu linn,Tartu linn,124
1260,55-64,Basic education,Male,Other,Tartu linn,Tartu linn,47
1261,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,184
1262,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,43
1263,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,56
1264,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,78
1265,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,13
1266,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,15
1267,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,68
1268,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,12
1269,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,16
1270,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,73
1271,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,11
1272,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,11
1273,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,573
1274,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,596
1275,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,22
1276,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,788
1277,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1184
1278,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,46
1279,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,560
1280,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,613
1281,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,36
1282,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1251
1283,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,692
1284,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,76
1285,55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1063
1286,55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,890
1287,55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,57
1288,55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,809
1289,55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1049
1290,55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,39
1291,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,289
1292,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,434
1293,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,9
1294,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,825
1295,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,715
1296,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,51
1297,55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,3788
1298,55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2613
1299,55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,416
1300,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,402
1301,55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,209
1302,55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,75
1303,55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,996
1304,55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,477
1305,55-64,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,90
1306,55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1129
1307,55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,463
1308,55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,187
1309,55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1367
1310,55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,439
1311,55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,231
1312,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,802
1313,55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,401
1314,55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,133
1315,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,2237
1316,55-64,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,972
1317,55-64,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,342
1318,55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1075
1319,55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,432
1320,55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,130
1321,55-64,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,3441
1322,55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1409
1323,55-64,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,316
1324,55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1329
1325,55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,535
1326,55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,213
1327,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1439
1328,55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,663
1329,55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,265
1330,55-64,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2141
1331,55-64,Higher education,Female,Estonian,Tartu linn,Tartu linn,1995
1332,55-64,Basic education,Female,Estonian,Tartu linn,Tartu linn,161
1333,55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1849
1334,55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1016
1335,55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,234
1336,55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1070
1337,55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,371
1338,55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,115
1339,55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1984
1340,55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,758
1341,55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,307
1342,55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1664
1343,55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,582
1344,55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,167
1345,55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,442
1346,55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,408
1347,55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,8
1348,55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,246
1349,55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,327
1350,55-64,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,4
1351,55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,166
1352,55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,176
1353,55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,4
1354,55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1989
1355,55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1309
1356,55-64,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,39
1357,55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,584
1358,55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,459
1359,55-64,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,13
1360,55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,145
1361,55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,112
1362,55-64,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,2
1363,55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,88
1364,55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,155
1365,55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,723
1366,55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,441
1367,55-64,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,24
1368,55-64,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,936
1369,55-64,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,531
1370,55-64,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,37
1371,55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,7
1372,55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
1373,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,2791
1374,55-64,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1574
1375,55-64,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,86
1376,55-64,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,170
1377,55-64,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,32
1378,55-64,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,17
1379,55-64,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,90
1380,55-64,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,17
1381,55-64,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,15
1382,55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,97
1383,55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,29
1384,55-64,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,7
1385,55-64,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,298
1386,55-64,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,70
1387,55-64,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,28
1388,55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,74
1389,55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,14
1390,55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,10
1391,55-64,Secondary education,Female,Other,Pärnumaa,Pärnumaa,389
1392,55-64,Higher education,Female,Other,Pärnumaa,Pärnumaa,116
1393,55-64,Basic education,Female,Other,Pärnumaa,Pärnumaa,33
1394,55-64,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,71
1395,55-64,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,25
1396,55-64,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,13
1397,55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,27
1398,55-64,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,6
1399,55-64,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
1400,55-64,Secondary education,Female,Other,Tartu linn,Tartu linn,610
1401,55-64,Higher education,Female,Other,Tartu linn,Tartu linn,266
1402,55-64,Basic education,Female,Other,Tartu linn,Tartu linn,33
1403,55-64,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,236
1404,55-64,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,87
1405,55-64,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,26
1406,55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,148
1407,55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,46
1408,55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,16
1409,55-64,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,108
1410,55-64,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,27
1411,55-64,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,17
1412,55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,93
1413,55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,17
1414,55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,13
1415,65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,331
1416,65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,316
1417,65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,88
1418,65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,380
1419,65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,547
1420,65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,82
1421,65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,314
1422,65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,276
1423,65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,64
1424,65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,735
1425,65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,457
1426,65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,212
1427,65-74,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,448
1428,65-74,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,320
1429,65-74,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,147
1430,65-74,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,506
1431,65-74,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,513
1432,65-74,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,128
1433,65-74,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,170
1434,65-74,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,247
1435,65-74,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,45
1436,65-74,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,408
1437,65-74,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,248
1438,65-74,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,101
1439,65-74,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,2137
1440,65-74,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1183
1441,65-74,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,904
1442,65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,226
1443,65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,81
1444,65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,218
1445,65-74,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,722
1446,65-74,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,179
1447,65-74,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,305
1448,65-74,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,689
1449,65-74,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,178
1450,65-74,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,418
1451,65-74,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,743
1452,65-74,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,196
1453,65-74,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,479
1454,65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,468
1455,65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,148
1456,65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,308
1457,65-74,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1260
1458,65-74,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,394
1459,65-74,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,776
1460,65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,579
1461,65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,195
1462,65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,394
1463,65-74,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,1900
1464,65-74,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,522
1465,65-74,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,817
1466,65-74,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,685
1467,65-74,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,251
1468,65-74,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,451
1469,65-74,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,593
1470,65-74,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,220
1471,65-74,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,595
1472,65-74,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1084
1473,65-74,Higher education,Male,Estonian,Tartu linn,Tartu linn,799
1474,65-74,Basic education,Male,Estonian,Tartu linn,Tartu linn,465
1475,65-74,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1003
1476,65-74,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,414
1477,65-74,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,586
1478,65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,656
1479,65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,167
1480,65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,303
1481,65-74,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1183
1482,65-74,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,346
1483,65-74,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,647
1484,65-74,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,890
1485,65-74,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,213
1486,65-74,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,487
1487,65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,164
1488,65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,197
1489,65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,8
1490,65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,98
1491,65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,184
1492,65-74,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,9
1493,65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,72
1494,65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,84
1495,65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,12
1496,65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,698
1497,65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,500
1498,65-74,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,72
1499,65-74,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,180
1500,65-74,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,157
1501,65-74,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,32
1502,65-74,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,53
1503,65-74,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,46
1504,65-74,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,12
1505,65-74,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,28
1506,65-74,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,72
1507,65-74,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,204
1508,65-74,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,126
1509,65-74,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,38
1510,65-74,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,381
1511,65-74,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,233
1512,65-74,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,77
1513,65-74,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,7
1514,65-74,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,2
1515,65-74,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1516,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,888
1517,65-74,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,517
1518,65-74,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,154
1519,65-74,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,72
1520,65-74,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,12
1521,65-74,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,54
1522,65-74,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,48
